facility_id,company,facility_name,product_type,product,status,city,state,country,latitude,longitude,hq_country,workforce,production_capacity_raw,production_units,brief_profile,supply_chain_segment,material_keywords,capacity_source,supplier_concentration,import_dependency,import_origin_region,lead_time_weeks
1037,Ionic Mineral Technologies,Provo Production Campus,Anode raw materials,Nano-silicon,Commercial,Provo,Utah,US,40.2249803208373,-111.713837003827,US,11,2000,MT Nano-silicon Anode active material,"Ionic Mineral Technologies is a vertically-integrated company supplying naturally derived, drop-in anode materials using a patented technology. Ionic Mineral Technologies owns the highest purity deposit of nano-structured clay.",Upstream,silicon,naatbatt,False,False,"{""silicon"": ""Utah""}",13
1044,Lundin Mining,Eagle Mine,Cathode raw materials,Nickel ore,Commercial,Michigamme Township,Michigan,US,46.7501617056466,-87.8999892734919,Canada,200,19000,MT contained Ni/yr,Lundin Mining mines and processes copper and nickel ore. The nickel ore is ground down and separated to be used for cathodes.,Upstream,nickel,naatbatt,False,False,"{""nickel"": ""Michigan""}",14
1045,Lundin Mining,Humboldt mill,Cathode raw materials,Nickel concentrates,Commercial,Champion,Michigan,US,46.4840711539452,-87.89823601583,Canada,200,19000,MT contained Ni/yr,Lundin Mining mines and processes copper and nickel ore. The nickel ore is ground down and separated to be used for cathodes.,Upstream,nickel,naatbatt,False,False,"{""nickel"": ""Michigan""}",14
1050,Minera y Metalúrgica del Boleo,El Boleo Mine,Cathode raw materials,Cobalt concentrates,Commercial,Santa Rosalía,Baja California Sur,Mexico,27.3337,112.3309,South Korea,1200,800,MT/yr,Minera y Metalúrgica del Boleo operates an industrial mining complex specializing in high-purity copper cathodes and metallic cobalt using advanced hydrometallurgical leaching and on-site power and desalination infrastructure.,Upstream,cobalt,naatbatt,True,False,"{""cobalt"": ""Baja California Sur""}",17
1051,Missouri Cobalt LLC,Madison mine,Cathode raw materials,Cobalt concentrates,Commercial,Fredericktown,Missouri,US,37.5650966269463,-90.2925894590477,US,50,300,MT/day Co concentrate,"Missouri Cobalt mines and process cobalt, nickel, and copper ore. Ores are separated using froth floatation.",Upstream,cobalt,naatbatt,True,False,"{""cobalt"": ""Missouri""}",17
1062,Northern Graphite,Lac des Îles Graphite Mine,Mining & metals ,Graphite concentrates,Commercial,Lac-des-Îles,Quebec,Canada,46.4674,75.309,Canada,65,15000,MT contained graphite/yr,Northern Graphite is the only significant flake graphite producer in North America. The company is transitioning into a vertically integrated mine-to-market supplier.,Upstream,graphite,naatbatt,False,False,"{""graphite"": ""Quebec""}",15
1064,Northern Graphite Corp.,Lac des Iles,Anode raw materials,Graphite concentrates,Commercial,Lac-des-Îles,Quebec,Canada,46.3721276101257,-75.5289504885918,Canada,,15000,MT/yr graphite concentrates,Northern Graphite is a graphite mine and processing plant. It also has plans to incorporate a nickel/cobalt and mine in the future. ,Upstream,graphite,naatbatt,False,False,"{""graphite"": ""Quebec""}",15
1069,Rio Tinto,U.S. Borax,Cathode raw materials,Lithium Carbonate,Commercial,Boron,California,US,35.1664787692916,-117.679300430031,UK,1000,10000,MT contained Li/yr,"Rio Tinto is a global mining company developing lithium production from waste rock at its Boron, California, operation.",Upstream,lithium,naatbatt,False,False,"{""lithium"": ""California""}",14
1072,Sayona Quebec Inc.,North American Lithium Mining Complex,Cathode raw materials,Spodumene concentrates,Commercial,La Corne,Quebec,Canada,48.5915601144316,-77.8821213087758,Australia,100,140000,MT contained Li/yr,"Sayona works in Quebec to explore, extract, and produce lithium at five sites throughout the Abitibi-Temiscamingue and Eeyou Itschee James Bay regions. ",Upstream,,naatbatt,False,False,{},12
1078,South Star Battery Metals Corp,BamaStar Project (USA),Anode raw materials,Flake crystalline graphite concentrate ,Commercial,Coosa County,Alabama,US,32.957258,-86.173889,Canada,50,,,"South Star focuses on acquiring and developing near-term production projects, delivering value in the industrial and battery metals sector through strong financial and operational metrics.",Upstream,graphite,unknown,False,False,"{""graphite"": ""Alabama""}",17
1079,South32,South32,Mining & metals ,Zinc and manganese,Commercial,Tucson,Arizona,US,32.28636,-110.944512,Australia,100,,,South32 is a global mining company producing essential commodities while diversifying by commodity and location. It strives to minimize impact and create lasting value for all stakeholders.,Upstream,manganese,unknown,False,False,"{""manganese"": ""Arizona""}",17
1091,Titan Lithium,Titan Lithium,Lithium,Lithium,Commercial,Las Vegas,Nevada,US,36.0973881773246,-115.192834826986,China,200,,,"Titan Lithium is a project of China Dongsheng International Lithium, a Nevada-based lithium explorer and developer advancing its lithium project in Nye County, Nevada. ",Upstream,lithium,unknown,False,False,"{""lithium"": ""Nevada""}",16
1095,Vale Canada Ltd.,Sudbury Basin - Copper Cliff Complex,Cathode raw materials,Cobalt concentrates,Commercial,Copper Cliff,Ontario,Canada,46.4774886388054,-81.064097430404,Brazil,1200,1000,MT contained Co/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of its products.",Upstream,cobalt,naatbatt,True,False,"{""cobalt"": ""Ontario""}",17
1096,Vale Canada Ltd.,Thompson,Cathode raw materials,Cobalt concentrates,Commercial,Thompson,Manitoba,Canada,55.7128881764443,-97.8507102994628,Brazil,450,800,MT contained Co/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of its products.",Upstream,cobalt,naatbatt,True,False,"{""cobalt"": ""Manitoba""}",17
1097,Vale Canada Ltd.,Voisey Bay,Cathode raw materials,Cobalt concentrates,Commercial,Happy Valley - Goose Bay,Newfoundland and Labrador,Canada,56.4943818645081,-62.069510044716,Brazil,450,2000,MT contained Co/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of its products.",Upstream,cobalt,naatbatt,True,False,"{""cobalt"": ""Newfoundland and Labrador""}",17
1098,Vale Canada Ltd.,Sudbury Basin - Copper Cliff Complex,Cathode raw materials,Nickel concentrates,Commercial,Copper Cliff,Ontario,Canada,46.4774886388054,-81.064097430404,Brazil,1200,66000,MT contained Ni/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of its products.",Upstream,nickel,naatbatt,False,False,"{""nickel"": ""Ontario""}",14
1099,Vale Canada Ltd.,Thompson,Cathode raw materials,Nickel concentrates,Commercial,Thompson,Manitoba,Canada,55.7128881764443,-97.8507102994628,Brazil,450,14800,MT contained Ni/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of their products.",Upstream,nickel,naatbatt,False,False,"{""nickel"": ""Manitoba""}",14
1100,Vale Canada Ltd.,Voisey Bay,Cathode raw materials,Nickel concentrates,Commercial,Happy Valley - Goose Bay,Newfoundland and Labrador,Canada,56.4943818645081,-62.069510044716,Brazil,450,80000,MT contained Ni/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of their products.",Upstream,nickel,naatbatt,False,False,"{""nickel"": ""Newfoundland and Labrador""}",14
1102,Westwater Resources Inc.,Coosa Graphite Project,Anode raw materials,Natural graphite,Commercial,Coosa County,Alabama,US,32.8896755477959,-86.2203335223391,US,15,7500,MT contained graphite/yr,Westwater is a startup graphite mining and processing company. The flake graphite can later be sed for battery anodes. The processing plant is under construction currently.,Upstream,graphite,naatbatt,False,False,"{""graphite"": ""Alabama""}",15
2004,ACP Technologies,ACP Technologies ,Anode Battery Grade Materials,Synthetic graphite,Commercial,St Clair Shores,Michigan,US,42.4656,-82.8999,US,20,,,"ACP Technologies focuses on developing domestic sources of affordable, carbon-based materials used in producing strategic materials such as carbon fiber, synthetic graphite, and carbon-carbon composites.",Midstream-BGM,graphite,unknown,False,True,"{""graphite"": ""China""}",15
2006,Advanced Carbon Products,Advanced Carbon Products,Anode Battery Grade Materials,Carbon-based materials,Commercial,Hitchins,Kentucky,US,38.2813031712109,-82.9154081730142,US,30,,,"Advanced Carbon Products, LLC specializes in developing carbon product technologies that convert low-value oils into high-value products, with the goal to reduce costs and provide cost-effective processes.",Midstream-BGM,graphite,unknown,False,True,"{""graphite"": ""China""}",15
2013,Allied Graphite,Allied Graphite Mesa Center,Anode Active Material,Coated Spherical graphite,Commercial,Mesa,Arizona,US,33.4725,-111.7371,US,65,1000,MT/yr,"Allied Graphite develops high-purity, coated spherical purified graphite anode materials. The company utilizes a proprietary, chemical-based purification process that avoids the use of hydrofluoric acid to produce battery-grade materials from natural flake graphite.",Midstream-BGM,graphite,naatbatt,False,True,"{""graphite"": ""China""}",13
2017,Anovion,Sanborn Plant,Anode Battery Grade Materials,Synthetic graphite,Commercial,Sanborn,New York,US,43.1307993722462,-78.9402936,US,30,5000,MT graphite/yr,"Anovion Technologies is a U.S-owned and based advanced materials business and commercial-scale manufacturer of premium, anode-grade, synthetic graphite. ",Midstream-BGM,graphite,naatbatt,False,True,"{""graphite"": ""Africa (Mozambique, Madagascar, Tanzania)""}",13
2022,Arcadium Lithium,"Bessemer City, NC",Anode Battery Grade Materials,Lithium metal,Commercial,Bessemer City,North Carolina,US,35.2797779315376,-81.3090211892144,Ireland,112,250,MT lithium/yr,"Arcadium Lithium (2024 merger of Alkem and Livent) delivers sustainable lithium products globally, from resources in Argentina and Australia and conversion assets in the U.S., Asia, and the U.K.  ",Midstream-BGM,lithium,naatbatt,False,True,"{""lithium"": ""Australia""}",10
2023,Arcadium Lithium,"Bessemer City, NC",Cathode Battery Grade Materials,Lithium hydroxide ,Commercial,Bessemer City,North Carolina,US,35.2797779315376,-81.3090211892144,Ireland,112,15000,MT Lithium hydroxide/yr,"Arcadium Lithium (2024 merger of Alkem and Livent) delivers sustainable lithium products globally, from resources in Argentina and Australia and conversion assets in the U.S., Asia, and the U.K.  ",Midstream-BGM,lithium,naatbatt,False,True,"{""lithium"": ""Chile""}",10
2029,BASF Toda America LLC,Toda America Battle Creek Lithium-ion Battery Material Manufacturing Plant I,Cathode Active Material ,Nickel cobalt aluminum oxide,Commercial,Battle Creek,Michigan,US,42.9707277521715,-85.4668560714269,Japan,9,1334,MT CAM/yr,"BASF TODA Battery Materials LLC provides cathode active materials, including Nickel Cobalt Aluminum oxide and Nickel Cobalt Manganese oxide, for lithium-ion batteries.",Midstream-BGM,"cobalt,nca,nickel,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""lithium"": ""Australia""}",15
2030,BASF Toda America LLC,Toda America Battle Creek Lithium-ion Battery Material Manufacturing Plant II,Cathode Active Material ,Nickel manganese cobalt,Commercial,Battle Creek,Michigan,US,42.9707277521715,-85.4668560714269,Japan,9,1334,MT CAM/yr,"BASF TODA Battery Materials LLC provides cathode active materials, including Nickel Cobalt Aluminum oxide and Nickel Cobalt Manganese oxide, for lithium-ion batteries.",Midstream-BGM,"cobalt,nmc,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""Australia""}",15
2031,BASF Toda America LLC,Toda America Battle Creek Lithium-ion Battery Material Manufacturing Plant III,Cathode Active Material ,Lithium manganese oxide,Commercial,Battle Creek,Michigan,US,42.9707277521715,-85.4668560714269,Japan,18,1334,MT CAM/yr,"BASF TODA Battery Materials LLC provides cathode active materials, including Nickel Cobalt Aluminum oxide and Nickel Cobalt Manganese oxide, for lithium-ion batteries.",Midstream-BGM,"lithium,manganese",naatbatt,False,True,"{""lithium"": ""China"", ""manganese"": ""Africa (South Africa, Gabon)""}",13
2032,BASF Toda America LLC,BASF Elyria Lithium-ion Battery Material Manufacturing Plant,Cathode Active Material ,Nickel manganese cobalt,Commercial,Elyria,Ohio,US,41.3716259601506,-82.1023341390719,Germany,146,2500,MT CAM/yr,"BASF TODA Battery Materials LLC provides cathode active materials, including Nickel Cobalt Aluminum oxide and Nickel Cobalt Manganese oxide, for lithium-ion batteries.",Midstream-BGM,"cobalt,nmc,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Australia"", ""lithium"": ""China""}",15
2037,Boleo Copper Project,Boleo Copper/ Cobalt Mine,Cathode Battery Grade Materials,Cobalt oxide,Commercial,Santa Rosalia,Baja California Sur,Mexico,27.2,-112.18,Republic of Korea,2300,1700,MT,"The Boleo Project is an advanced-stage copper-cobalt-zinc-manganese deposit in Baja California Sur, employing both underground and open-pit mining methods.",Midstream-BGM,cobalt,naatbatt,True,False,{},12
2038,Borman Specialty Materials,Borman Specialty Materials,Cathode Battery Grade Materials,Other,Commercial,Henderson,Nevada,US,36.0356649534096,-115.000748304536,US,100,25000,MT,"The Borman operation, a descendant of a U.S. government magnesium manufacturing plant, produces a variety of specialty materials, including electrolytic manganese dioxide. ",Midstream-BGM,manganese,naatbatt,False,True,"{""manganese"": ""Africa (South Africa, Gabon)""}",13
2039,Cabot Corporation,Pampa,Cathode Battery Grade Materials,"Carbon nanotubes, carbon nanostructures, conductive carbon, dispersions",Commercial,Cabot Pampa,Texas,US,35.5100987071056,-101.014396619399,US,50,,,"Cabot Corporation is a specialty chemicals and performance materials company, providing conductive additives, fumed metal oxides for battery component stability, and aerogel to mitigate thermal runaway.",Midstream-BGM,cnt,unknown,False,False,{},10
2040,Cabot Corporation,Pampa,Anode Battery Grade Materials,"Carbon nanotubes, carbon nanostructures, conductive carbon, dispersions",Commercial,Cabot Pampa,Texas,US,35.5100987071056,-101.014396619399,US,50,,,"Cabot Corporation is a specialty chemicals and performance materials company, providing conductive additives, fumed metal oxides for battery component stability, and aerogel to mitigate thermal runaway.",Midstream-BGM,cnt,unknown,False,False,{},10
2057,GFL Americas LLC ,GFL Americas LLC ,Binder ,PVDF and Fluorochemicals,Commercial,Irving,Texas,US,32.8871871165412,-96.9679980036919,India,50,,,"GFL Americas, a subsidiary of India’s Gujarat Fluorochemicals Limited, is focused on fluorine-based products through product innovation in diverse end-use markets such PVDF binders for lithium-ion batteries.",Midstream-BGM,pvdf,unknown,True,True,"{""pvdf"": ""China""}",13
2058,GFS Chemicals,Columbus Plant,Electrolyte,"Sodium Perchlorate, Lithium Perchlorate, Lithium Nitrate, Lithium Iodide, Sodium Nitrate",Commercial,Columbus,Ohio,US,39.96,83.02,US,146,,,"Founded in 1928, GFS Chemicals is a third-generation, family-owned ISO 9001:2015 certified manufacturer.",Midstream-BGM,lithium,unknown,False,True,"{""lithium"": ""Australia""}",12
2065,Group14 Technologies,Group14 Woodinville Plant,Anode Active Material,Silicon composites,Commercial,Woodinville,Washington,US,47.8047167834816,-122.118126471601,US,150 (Planned),120,MT/yr,Group14 develops advanced silicon anode battery materials through a scalable modular manufacturing process that provides high energy density and cycle life sustainability. ,Midstream-BGM,silicon,naatbatt,False,False,{},8
2068,Innophos,Innophos,Cathode raw materials processing,Phosphates  precursors ,Commercial,East Windsor,New Jersey,US,40.3351897674728,-74.4766030169243,US,800,,,"
Innophos, a North American phosphate manufacturer, plays a key role in the LFP and LMFP battery materials supply chain, producing purified phosphoric acid and phosphate salts for cathodes and electrolytes.",Midstream-BGM,"lfp,lithium",unknown,False,True,"{""lithium"": ""China""}",14
2070,Ionic Mineral Technologies,Provo Production Campus,Anode Battery Grade Materials,Nano-silicon,Commercial,Provo,Utah,US,40.2249803208373,-111.713837003827,US,11,2000,MT Nano-silicon Anode active material,"Ionic Mineral Technologies is a vertically integrated company supplying naturally derived, drop-in anode materials using a patented technology. Ionic MT owns the highest purity deposit of nano-structured clay.",Midstream-BGM,silicon,naatbatt,False,False,{},8
2083,MIL Moses Lake Industries,MIL Moses Lake Industries,Anode Precursors,Silane,Commercial,Moses Lake,Washington,US,47.2031878981075,-119.294413185899,US,500,,,"Since 1984, Moses Lake Industries has been a top global supplier of high-performance chemicals for the semiconductor and flat panel industries.",Midstream-BGM,silicon,unknown,False,False,{},10
2084,MilliporeSigma,MilliporeSigma - MKE,Anode Active Material,Lithium Titanate (LTO),Commercial,Milwaukee,Wisconsin,US,43.1276400764157,-87.9491421462994,Germany,,250,KG/yr,"MilliporeSigma provides high-purity materials for innovative energy storage, supporting battery R&D and production with reliable, quality-driven products from a global supply chain.",Midstream-BGM,lithium,naatbatt,False,True,"{""lithium"": ""Australia""}",10
2087,Nano One Materials Corp.,Nano One CAM Facility,Cathode Active Material ,Lithium iron phosphate,Commercial,Candiac,Quebec,Canada,45.3740292740951,-73.6736126926168,Canada,132 (Planned),200,MT cathode active material/yr,"Nano One is a technology company with a focus on the production of cathode powders used in lithium-ion batteries. Its unique production boosts battery capacity, charge, cycling, and lowers cost.",Midstream-BGM,"lfp,lithium",naatbatt,False,True,"{""lithium"": ""Australia""}",10
2092,NEI Corp,NEI Cathode Manufacturing Plant,Cathode Active Materials,Nickel-based cathode powders,Commercial,Somerset,New Jersey,US,40.5429,-74.5516,US,30,2000,MT/yr,"NEI Corporation is a nanotechnology-focused materials company that develops and manufactures advanced cathode, anode, electrolyte, and protective coating solutions. It serves the lithium-ion and sodium-ion battery markets with both standard commercial powders and custom-synthesized materials.",Midstream-BGM,nickel,naatbatt,False,True,"{""nickel"": ""Philippines""}",11
2093,NEI Corp,NEI Anode Manufacturing Plant,Anode Active Material,Natural graphite,Commercial,Somerset,New Jersey,US,40.5429,-74.5516,US,30,,,"NEI Corporation is a nanotechnology-focused materials company that develops and manufactures advanced cathode, anode, electrolyte, and protective coating solutions. It serves the lithium-ion and sodium-ion battery markets with both standard commercial powders and custom-synthesized materials.",Midstream-BGM,graphite,unknown,False,True,"{""graphite"": ""China""}",15
2095,Ni-CAT ,Ni-CAT USA,Cathode Processing,"High Ni cathodes; NMC 622, 811, NCA for lithium ion cells",Commercial,Dover,Delaware,US,39.1567460472698,-75.5242036865082,Turkey,,,,"Ni-CAT  develops advanced, high-performance, high-Ni cathode  battery materials that meet industry standards, supporting the EV transition with innovative, cost-effective, and energy-dense solutions for a sustainable future.",Midstream-BGM,"nmc,nca,lithium,cobalt,nickel,manganese",unknown,True,True,"{""lithium"": ""Chile"", ""cobalt"": ""Indonesia"", ""nickel"": ""Philippines"", ""manganese"": ""Australia""}",16
2098,Novonix,Riverside,Anode Active Material,Synthetic graphite,Commercial,Chattanooga,Tennessee,US,35.0388653826694,-85.3240315162515,Australia,200,2000,MT synthetic graphite/yr,"Novonix provides advanced, high-performance materials, equipment, and services for the lithium-ion battery industry, with operations in the United States and Canada.",Midstream-BGM,graphite,naatbatt,False,True,"{""graphite"": ""China""}",13
2101,Nth Cycle,Fairfield Facility,Critical Metal Refining,Nickel-Cobalt Mixed Hydroxide Precipitate,Commercial,Fairfield,Ohio,US,39.34,-84.444,US,30,900,MT/yr,"Nth Cycle is a metal refining technology company. It utilizes a modular electro-extraction system to recover critical metals like nickel and cobalt from battery scrap and ore, producing high-purity battery-grade materials.",Midstream-BGM,"cobalt,nickel",naatbatt,True,False,{},12
2102,Pacific Industrial Development Corp,PIDC Trans-Tech,Anode Active Material,"LTO, TNO, HF Removal Additives, Separator Coatings",Commercial,Adamstown,Maryland,US,39.3134,-77.4789,US,,100,MT/yr,PIDC is a global advanced materials manufacturer specializing in high-purity inorganic chemicals.,Midstream-BGM,separator,naatbatt,True,True,"{""separator"": ""Japan / South Korea""}",9
2103,"Paraclete Energy, Inc.","Paraclete Energy, Inc.",Anode Battery Grade Materials,Silicon,Commercial,Chelsea,Michigan,US,42.3241646467791,-84.0337613176159,US,30,,,"Paraclete Energy Inc. manufactures high-capacity, cycle-stable silicon for the lithium-ion battery market, using a patented artificial SEI.",Midstream-BGM,silicon,unknown,False,False,{},10
2104,Piedmont Lithium,Piedmont Carolina Lithium,Cathode Battery Grade Materials,Lithium hydroxide ,Commercial,Bessemer City,North Carolina,US,35.3603611732435,-81.2964622485048,US,20,60000,MT/yr,"Piedmont Lithium is developing a world-class integrated lithium business in the United States, enabling the transition to a net-zero world and the creation of a clean energy economy in America. ",Midstream-BGM,lithium,naatbatt,False,True,"{""lithium"": ""Other / Diversified""}",10
2114,SGL Carbon,SGL Carbon LLC Morganton,Anode Battery Grade Materials,Natural graphite,Commercial,Morganton,North Carolina,US,35.7317910373324,-81.724254443171,Germany,90,5000,MT,"SGL Carbon is a technology-based development of carbon-based solutions, helping customers improve their performance by optimizing materials at the nano scale and delivering those improvements through sustainable, robust processes.",Midstream-BGM,graphite,naatbatt,False,True,"{""graphite"": ""China""}",13
2115,SGL Carbon,SGL Carbon LLC Sinking Spring,Anode Battery Grade Materials,Natural graphite  - battery grade ,Commercial,Sinking Spring,Pennsylvania,US,40.3043354996145,-76.0468817128781,Germany,30,,,"SGL Carbon is a technology-based development of carbon-based solutions, helping customers improve their performance by optimizing materials at the nanoscale and delivering those improvements through sustainable, robust processes.",Midstream-BGM,graphite,unknown,False,True,"{""graphite"": ""China""}",15
2116,SGL Carbon,SGL Carbon LLC St. Marys,Anode Battery Grade Materials,Natural graphite  - battery grade ,Commercial,St. Marys,Pennsylvania,US,41.431434406433,-78.5430456466953,Germany,240,,,"SGL Carbon is a technology-based development of carbon-based solutions, helping customers improve their performance by optimizing materials at the nanoscale and delivering those improvements through sustainable, robust processes.",Midstream-BGM,graphite,unknown,False,True,"{""graphite"": ""China""}",15
2117,SGL Carbon,SGL Carbon LLC Valencia,Anode Battery Grade Materials,Natural graphite  - battery grade ,Commercial,Valencia,California,US,34.4360557571004,-118.588908832101,Germany,70,,,"SGL Carbon is a technology-based development of carbon-based solutions, helping customers improve their performance by optimizing materials at the nanoscale and delivering those improvements through sustainable, robust processes.",Midstream-BGM,graphite,unknown,False,True,"{""graphite"": ""China""}",15
2118,Sherritt International,Fort Saskatchewan,Cathode Battery Grade Materials,"Nickel pellets, powder or rounds",Commercial,Fort Saskatchewan,Alberta,Canada,53.7196820665253,-113.190432815544,Toronto,750,31184,MT finished Ni/yr,"Sherritt leads in the global mining and refining of nickel and cobalt. It creates innovative, proprietary solutions for oil and mining companies to improve environmental and economic performance.",Midstream-BGM,nickel,naatbatt,False,True,"{""nickel"": ""Cuba / Madagascar""}",10
2119,Sherritt International,Fort Saskatchewan,Cathode Battery Grade Materials,"Cobalt pellets, powder or rounds",Commercial,Fort Saskatchewan,Alberta,Canada,53.7196820665253,-113.190432815544,Canada,750,3526,MT finished Co/yr,"Sherritt leads in the global mining and refining of nickel and cobalt. It creates innovative, proprietary solutions for oil and mining companies to improve environmental and economic performance.",Midstream-BGM,cobalt,naatbatt,True,True,"{""cobalt"": ""Cuba / Madagascar""}",13
2122,Sila Nanotechnologies,Moses Lake,Anode Active Material,Silicon composites,Commercial,Moses Lake,Washington,US,47.1414083173262,-119.191098368712,US,300 (Planned),300,MT/yr,"Sila delivers a market-proven nano-composite silicon anode to power lithium-ion batteries, with a commitment to quality, impactful innovation, and environmental health.",Midstream-BGM,silicon,naatbatt,False,False,{},8
2126,Sparkz Inc,Sparkz Sacramento Plant,Cathode Active Materials,FeCAM™ cathode material,Commercial,Sacramento,California,US,38.6833,-121.5908,US,50,5000,MT/yr,"Sparkz is a U.S.-based battery technology startup founded in 2019. It specializes in FeCAM™, a proprietary nickel-free and cobalt-free LFP (Lithium Iron Phosphate) cathode material.",Midstream-BGM,"lfp,lithium",naatbatt,False,True,"{""lithium"": ""Chile""}",10
2131,Sun Chemicals,Sun Chemical Spring Grove,Cathode Active Material,Iron oxide,Commercial,Cincinnati,Ohio,US,39.1705675555503,-84.5070579173727,US,,,,Sun Chemical manufactures ultra-pure iron oxides tailored for the battery industry as feedstock for LFP. It also operates many U.S. chemical factories that can make cathode materials.  ,Midstream-BGM,"lfp,lithium",unknown,False,True,"{""lithium"": ""Chile""}",12
